date;case;active
2020-03-20;346;0
2020-03-20;347;0
2020-03-20;348;0
2020-03-20;349;0
2020-03-20;350;0
2020-03-20;351;0
2020-03-20;352;0
2020-03-20;353;0
2020-03-20;354;0
;;0
2020-03-20;355;0
2020-03-20;356;0
2020-03-20;357;0
2020-03-20;358;0
2020-03-20;359;0
2020-03-20;360;0
2020-03-20;361;0
2020-03-20;362;0
2020-03-20;363;0
2020-03-20;364;0
2020-03-20;365;0
2020-03-20;366;0
;;0
2020-03-20;367;0
2020-03-20;368;0
2020-03-20;369;0
2020-03-20;370;0
2020-03-20;371;0
2020-03-20;372;0
2020-03-20;373;0
2020-03-20;374;0
2020-03-20;375;0
2020-03-20;376;0
2020-03-20;377;0
2020-03-20;378;0
2020-03-20;379;0
2020-03-20;380;0
2020-03-20;381;0
2020-03-20;382;0
2020-03-20;383;0
2020-03-20;384;0
2020-03-20;385;0
2020-03-21;386;0
2020-03-21;387;0
;;0
2020-03-21;388;0
2020-03-21;389;0
;;0
2020-03-21;390;0
2020-03-21;391;0
2020-03-21;392;0
2020-03-21;393;0
2020-03-21;394;0
2020-03-21;395;0
2020-03-21;396;0
2020-03-21;397;0
;;0
2020-03-21;398;0
2020-03-21;399;0
2020-03-21;400;0
2020-03-21;401;0
2020-03-21;402;0
2020-03-21;403;0
2020-03-21;404;0
2020-03-21;405;0
2020-03-21;406;0
2020-03-21;407;0
2020-03-21;408;0
2020-03-21;409;0
2020-03-21;410;0
2020-03-21;411;0
2020-03-21;412;0
2020-03-21;413;0
2020-03-21;414;0
2020-03-21;415;0
;;0
2020-03-21;416;0
2020-03-21;417;0
2020-03-21;418;0
2020-03-21;419;0
2020-03-21;420;0
2020-03-21;421;0
2020-03-21;422;0
2020-03-21;423;0
2020-03-21;424;0
;;0
2020-03-21;425;0
;;0
2020-03-21;426;0
2020-03-21;427;0
2020-03-21;428;0
2020-03-21;429;0
2020-03-21;430;0
2020-03-21;431;0
2020-03-21;432;0
2020-03-22;433;0
2020-03-22;434;0
2020-03-22;435;0
2020-03-22;436;0
2020-03-22;437;0
2020-03-22;438;0
2020-03-22;439;0
2020-03-22;440;0
2020-03-22;441;0
;;0
;;0
2020-03-22;442;0
2020-03-22;443;0
2020-03-22;444;0
2020-03-22;445;0
2020-03-22;446;0
;;0
2020-03-22;447;0
2020-03-22;448;0
2020-03-22;449;0
2020-03-22;450;0
2020-03-22;451;0
2020-03-22;452;0
2020-03-22;453;0
2020-03-22;454;0
2020-03-22;455;0
2020-03-23;456;0
2020-03-23;457;0
2020-03-23;458;0
2020-03-23;459;0
2020-03-23;460;0
2020-03-23;461;0
2020-03-23;462;0
2020-03-23;463;0
2020-03-23;464;0
2020-03-23;465;0
2020-03-23;466;0
2020-03-23;467;0
2020-03-23;468;0
2020-03-23;469;0
2020-03-23;470;0
2020-03-23;471;0
2020-03-23;472;0
2020-03-23;473;0
2020-03-23;474;0
2020-03-23;475;0
;;0
2020-03-23;476;0
2020-03-23;477;0
2020-03-23;478;0
2020-03-23;479;0
2020-03-23;480;0
2020-03-23;481;0
;;0
2020-03-23;482;0
2020-03-23;483;0
2020-03-23;484;0
2020-03-23;485;0
2020-03-23;486;0
2020-03-23;487;0
2020-03-23;488;0
2020-03-23;489;0
2020-03-23;490;0
2020-03-23;491;0
;;0
2020-03-23;492;0
2020-03-23;493;0
2020-03-23;494;0
2020-03-23;495;0
;;0
2020-03-23;496;0
2020-03-23;497;0
2020-03-23;498;0
2020-03-23;499;0
2020-03-23;500;0
2020-03-23;501;0
2020-03-23;502;0
2020-03-23;503;0
2020-03-23;504;0
2020-03-23;505;0
2020-03-23;506;0
2020-03-23;507;0
2020-03-23;508;0
2020-03-23;509;0
;;0
2020-03-24;510;0
2020-03-24;511;0
2020-03-24;512;0
2020-03-24;513;0
2020-03-24;514;0
2020-03-24;515;0
2020-03-24;516;0
2020-03-24;517;0
;;0
;;0
2020-03-24;518;0
2020-03-24;519;0
2020-03-24;520;0
2020-03-24;521;0
2020-03-24;522;0
2020-03-24;523;0
;;0
2020-03-24;524;0
2020-03-24;525;0
2020-03-24;526;0
2020-03-24;527;0
2020-03-24;528;0
2020-03-24;529;0
2020-03-24;530;0
2020-03-24;531;0
2020-03-24;532;0
2020-03-24;533;0
2020-03-24;534;0
2020-03-24;535;0
2020-03-24;536;0
2020-03-24;537;0
2020-03-24;538;0
2020-03-24;539;0
2020-03-24;540;0
2020-03-24;541;0
2020-03-24;542;0
2020-03-24;543;0
2020-03-24;544;0
2020-03-24;545;0
;;0
2020-03-24;546;0
2020-03-24;547;0
2020-03-24;548;0
2020-03-24;549;0
2020-03-24;550;0
2020-03-24;551;0
2020-03-24;552;0
2020-03-24;553;0
2020-03-24;554;0
2020-03-24;555;0
2020-03-24;556;0
2020-03-24;557;0
2020-03-24;558;0
2020-03-25;559;0
2020-03-25;560;0
2020-03-25;561;0
2020-03-25;562;0
2020-03-25;563;0
2020-03-25;564;0
2020-03-25;565;0
2020-03-25;566;0
;;0
2020-03-25;567;0
;;0
2020-03-25;568;0
2020-03-25;569;0
2020-03-25;570;0
2020-03-25;571;0
2020-03-25;572;0
;;0
2020-03-25;573;0
2020-03-25;574;0
2020-03-25;575;0
2020-03-25;576;0
2020-03-25;577;0
2020-03-25;578;0
2020-03-25;579;0
2020-03-25;580;0
2020-03-25;581;0
2020-03-25;582;0
;;0
2020-03-25;583;0
;;0
2020-03-25;584;0
;;0
2020-03-25;585;0
2020-03-25;586;0
2020-03-25;587;0
2020-03-25;588;0
2020-03-25;589;0
2020-03-25;590;0
2020-03-25;591;0
2020-03-25;592;0
2020-03-25;593;0
2020-03-25;594;0
2020-03-25;595;0
2020-03-25;596;0
2020-03-25;597;0
2020-03-25;598;0
2020-03-25;599;0
;;0
2020-03-25;600;0
2020-03-25;601;0
;;0
2020-03-25;602;0
;;0
2020-03-25;603;0
2020-03-25;604;0
2020-03-25;605;0
2020-03-25;606;0
2020-03-25;607;0
2020-03-25;608;0
2020-03-25;609;0
;;0
2020-03-25;610;0
;;0
2020-03-25;611;0
2020-03-25;612;0
2020-03-25;613;0
2020-03-25;614;0
2020-03-25;615;0
2020-03-25;616;0
2020-03-25;617;0
2020-03-25;618;0
;;0
2020-03-25;619;0
2020-03-25;620;0
2020-03-25;621;0
2020-03-25;622;0
2020-03-25;623;0
2020-03-25;624;0
2020-03-25;625;0
2020-03-25;626;0
;;0
2020-03-25;627;0
2020-03-25;628;0
2020-03-25;629;0
;;0
2020-03-25;630;0
2020-03-25;631;0
2020-03-26;632;0
2020-03-26;633;0
2020-03-26;634;0
;;0
2020-03-26;635;0
2020-03-26;636;0
2020-03-26;637;0
2020-03-26;638;0
2020-03-26;639;0
;;0
2020-03-26;640;0
;;0
2020-03-26;641;0
;;0
2020-03-26;642;0
2020-03-26;643;0
2020-03-26;644;0
2020-03-26;645;0
2020-03-26;646;0
2020-03-26;647;0
;;0
2020-03-26;648;0
2020-03-26;649;0
2020-03-26;650;0
2020-03-26;651;0
2020-03-26;652;0
2020-03-26;653;0
2020-03-26;654;0
;;0
2020-03-26;655;0
2020-03-26;656;0
2020-03-26;657;0
2020-03-26;658;0
2020-03-26;659;0
2020-03-26;660;0
2020-03-26;661;0
2020-03-26;662;0
2020-03-26;663;0
2020-03-26;664;0
2020-03-26;665;0
2020-03-26;666;0
2020-03-26;667;0
2020-03-26;668;0
2020-03-26;669;0
2020-03-26;670;0
2020-03-26;671;0
2020-03-26;672;0
2020-03-26;673;0
2020-03-26;674;0
2020-03-26;675;0
2020-03-26;676;0
2020-03-26;677;0
2020-03-26;678;0
2020-03-26;679;0
2020-03-26;680;0
2020-03-26;681;0
2020-03-26;682;0
2020-03-26;683;0
2020-03-27;684;0
2020-03-27;685;0
2020-03-27;686;0
2020-03-27;687;0
2020-03-27;688;0
2020-03-27;689;0
2020-03-27;690;0
2020-03-27;691;0
2020-03-27;692;0
2020-03-27;693;0
2020-03-27;694;0
2020-03-27;695;0
2020-03-27;696;0
2020-03-27;697;0
2020-03-27;698;0
2020-03-27;699;0
2020-03-27;700;0
2020-03-27;701;0
2020-03-27;702;0
;;0
2020-03-27;703;0
;;0
2020-03-27;704;0
2020-03-27;705;0
2020-03-27;706;0
2020-03-27;707;0
2020-03-27;708;0
2020-03-27;709;0
2020-03-27;710;0
2020-03-27;711;0
2020-03-27;712;0
2020-03-27;713;0
2020-03-27;714;0
2020-03-27;715;0
2020-03-27;716;0
2020-03-27;717;0
2020-03-27;718;0
2020-03-27;719;0
2020-03-27;720;0
2020-03-27;721;0
2020-03-27;722;0
2020-03-27;723;0
2020-03-27;724;0
2020-03-27;725;0
2020-03-27;726;0
2020-03-27;727;0
2020-03-27;728;0
2020-03-27;729;0
;;0
2020-03-27;730;0
2020-03-27;731;0
2020-03-27;732;0
2020-03-28;733;0
2020-03-28;734;0
2020-03-28;735;0
2020-03-28;736;0
2020-03-28;737;0
2020-03-28;738;0
2020-03-28;739;0
2020-03-28;740;0
2020-03-28;741;0
2020-03-28;742;0
2020-03-28;743;0
2020-03-28;744;0
2020-03-28;745;0
2020-03-28;746;0
2020-03-28;747;0
2020-03-28;748;0
2020-03-28;749;0
2020-03-28;750;0
2020-03-28;751;0
2020-03-28;752;0
2020-03-28;753;0
2020-03-28;754;0
2020-03-28;755;0
2020-03-28;756;0
2020-03-28;757;0
2020-03-28;758;0
2020-03-28;759;0
2020-03-28;760;0
;;0
2020-03-28;761;0
2020-03-28;762;0
2020-03-28;763;0
2020-03-28;764;0
2020-03-28;765;0
2020-03-28;766;0
2020-03-28;767;0
2020-03-28;768;0
2020-03-28;769;0
;;0
2020-03-28;770;0
2020-03-28;771;0
2020-03-28;772;0
;;0
2020-03-28;773;0
2020-03-28;774;0
;;0
2020-03-28;775;0
2020-03-28;776;0
2020-03-28;777;0
2020-03-28;778;0
2020-03-28;779;0
2020-03-28;780;0
2020-03-28;781;0
2020-03-28;782;0
2020-03-28;783;0
2020-03-28;784;0
2020-03-28;785;0
2020-03-28;786;0
2020-03-28;787;0
2020-03-28;788;0
2020-03-28;789;0
2020-03-28;790;0
2020-03-28;791;0
2020-03-28;792;0
2020-03-28;793;0
2020-03-28;794;0
2020-03-28;795;0
2020-03-28;796;0
2020-03-28;797;0
2020-03-28;798;0
;;0
2020-03-28;799;0
2020-03-28;800;0
2020-03-28;801;0
2020-03-28;802;0
